Timestamp,X,Y,Z,Collision_object
2024-02-13 11:39:29.234,5.58,-1.88,6.15002,Wall3
2024-02-13 11:39:29.255,5.58,-1.88,6.150004,Wall3
2024-02-13 11:39:29.261,5.58,-1.88,6.150004,Wall3
2024-02-13 11:39:29.285,5.58,-1.88,6.150002,Wall3
2024-02-13 11:39:29.303,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.320,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.328,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.350,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.367,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.385,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.402,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.420,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.427,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.450,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.467,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.485,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.497,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.507,5.58,-1.88,6.150001,Wall3
2024-02-13 11:39:29.530,5.58,-1.88,5.75471,Wall3
2024-02-13 11:39:29.548,5.58,-1.88,5.359419,0
2024-02-13 11:39:29.566,5.58,-1.88,4.964128,0
2024-02-13 11:39:29.583,5.58,-1.88,4.568837,0
2024-02-13 11:39:29.601,5.58,-1.88,4.173546,0
2024-02-13 11:39:29.618,5.58,-1.88,3.778255,0
2024-02-13 11:39:29.636,5.58,-1.88,3.382965,0
2024-02-13 11:39:29.644,5.58,-1.88,3.382965,0
2024-02-13 11:39:29.665,5.58,-1.88,2.987674,0
2024-02-13 11:39:29.683,5.58,-1.88,2.592383,0
2024-02-13 11:39:29.701,5.58,-1.88,2.197092,0
2024-02-13 11:39:29.719,5.58,-1.88,1.801801,0
2024-02-13 11:39:29.736,5.58,-1.88,1.40651,0
2024-02-13 11:39:29.754,5.58,-1.88,1.01122,0
2024-02-13 11:39:29.761,5.58,-1.88,1.01122,0
2024-02-13 11:39:29.783,5.58,-1.88,0.6159286,0
2024-02-13 11:39:29.800,5.58,-1.88,0.2206377,0
2024-02-13 11:39:29.822,5.58,-1.88,-0.1746532,0
2024-02-13 11:39:29.832,5.58,-1.88,-0.5699441,0
2024-02-13 11:39:29.842,5.58,-1.88,-0.5699441,0
2024-02-13 11:39:29.864,5.58,-1.88,-0.9652351,0
2024-02-13 11:39:29.882,5.58,-1.88,-1.360526,0
2024-02-13 11:39:29.900,5.58,-1.88,-1.755817,0
2024-02-13 11:39:29.918,5.58,-1.88,-2.151108,0
2024-02-13 11:39:29.936,5.58,-1.88,-2.546399,0
2024-02-13 11:39:29.954,5.58,-1.88,-2.941689,0
2024-02-13 11:39:29.959,5.58,-1.88,-2.941689,0
2024-02-13 11:39:29.984,5.58,-1.88,-3.33698,0
2024-02-13 11:39:30.001,5.58,-1.88,-3.732271,0
2024-02-13 11:39:30.019,5.58,-1.88,-4.127562,0
2024-02-13 11:39:30.027,5.58,-1.88,-4.127562,0
2024-02-13 11:39:30.052,5.228777,-1.88,-4.835843,0
2024-02-13 11:39:30.060,5.228777,-1.88,-4.835843,0
2024-02-13 11:39:30.082,4.862699,-1.88,-4.98498,0
2024-02-13 11:39:30.100,4.467933,-1.88,-5.005349,0
2024-02-13 11:39:30.118,4.072642,-1.88,-5.005349,0
2024-02-13 11:39:30.136,3.677351,-1.88,-5.005349,0
2024-02-13 11:39:30.143,3.677351,-1.88,-5.005349,0
2024-02-13 11:39:30.166,3.282061,-1.88,-5.005349,0
2024-02-13 11:39:30.183,2.88677,-1.88,-5.005349,0
2024-02-13 11:39:30.201,2.491479,-1.88,-5.005349,0
2024-02-13 11:39:30.219,2.096188,-1.88,-5.005349,0
2024-02-13 11:39:30.236,1.700897,-1.88,-5.005349,0
2024-02-13 11:39:30.242,1.700897,-1.88,-5.005349,0
2024-02-13 11:39:30.268,1.305606,-1.88,-5.005349,0
2024-02-13 11:39:30.286,0.9103155,-1.88,-5.005349,0
2024-02-13 11:39:30.294,0.5150245,-1.88,-5.005349,0
2024-02-13 11:39:30.316,0.1197336,-1.88,-5.005349,0
2024-02-13 11:39:30.334,-0.2755573,-1.88,-5.005349,0
2024-02-13 11:39:30.351,-0.6708482,-1.88,-5.005349,0
2024-02-13 11:39:30.367,-0.6708482,-1.88,-5.005349,0
2024-02-13 11:39:30.386,-1.066139,-1.88,-5.005349,0
2024-02-13 11:39:30.403,-1.46143,-1.88,-5.005349,0
2024-02-13 11:39:30.412,-1.856721,-1.88,-5.005349,0
2024-02-13 11:39:30.432,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.448,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.467,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.488,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.497,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.507,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.531,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.547,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.566,-2.252012,-1.88,-5.005349,0
2024-02-13 11:39:30.586,-2.252012,-1.88,-4.610058,0
2024-02-13 11:39:30.595,-2.252012,-1.88,-4.214767,0
2024-02-13 11:39:30.616,-2.252012,-1.88,-3.819476,0
2024-02-13 11:39:30.634,-2.252012,-1.88,-3.424185,0
2024-02-13 11:39:30.653,-2.252012,-1.88,-3.028894,0
2024-02-13 11:39:30.659,-2.252012,-1.88,-3.028894,0
2024-02-13 11:39:30.682,-2.252012,-1.88,-2.633604,0
2024-02-13 11:39:30.701,-2.252012,-1.88,-2.238313,0
2024-02-13 11:39:30.719,-2.252012,-1.88,-1.843022,0
2024-02-13 11:39:30.736,-2.252012,-1.88,-1.447731,0
2024-02-13 11:39:30.742,-2.252012,-1.88,-1.447731,0
2024-02-13 11:39:30.765,-2.252012,-1.88,-1.05244,0
2024-02-13 11:39:30.784,-2.252012,-1.88,-0.6571493,0
2024-02-13 11:39:30.801,-2.252012,-1.88,-0.2618583,0
2024-02-13 11:39:30.818,-2.252012,-1.88,0.1334326,0
2024-02-13 11:39:30.837,-2.252012,-1.88,0.5287235,0
2024-02-13 11:39:30.843,-2.252012,-1.88,0.5287235,0
2024-02-13 11:39:30.867,-2.252012,-1.88,0.9240144,0
2024-02-13 11:39:30.886,-2.252012,-1.88,1.319305,0
2024-02-13 11:39:30.894,-2.252012,-1.88,1.714596,0
2024-02-13 11:39:30.916,-2.252012,-1.88,2.109887,0
2024-02-13 11:39:30.936,-2.252012,-1.88,2.505178,0
2024-02-13 11:39:30.943,-2.252012,-1.88,2.505178,0
2024-02-13 11:39:30.967,-2.252012,-1.88,2.900469,0
2024-02-13 11:39:30.986,-2.252012,-1.88,3.29576,0
2024-02-13 11:39:31.003,-2.252012,-1.88,3.691051,0
2024-02-13 11:39:31.018,-2.252012,-1.88,4.086341,0
2024-02-13 11:39:31.028,-2.252012,-1.88,4.086341,0
2024-02-13 11:39:31.051,-2.252012,-1.88,4.876923,0
2024-02-13 11:39:31.072,-2.252012,-1.88,5.272214,0
2024-02-13 11:39:31.078,-2.252012,-1.88,5.272214,0
2024-02-13 11:39:31.103,-2.252012,-1.88,5.667505,0
2024-02-13 11:39:31.112,-2.252012,-1.88,6.062796,0
2024-02-13 11:39:31.134,-2.252012,-1.88,6.458086,0
2024-02-13 11:39:31.152,-2.252012,-1.88,6.258087,Wall3
2024-02-13 11:39:31.161,-2.252012,-1.88,6.258087,Wall3
2024-02-13 11:39:31.183,-2.252012,-1.88,6.171617,Wall3
2024-02-13 11:39:31.204,-2.252012,-1.88,6.154323,Wall3
2024-02-13 11:39:31.212,-2.252012,-1.88,6.150865,Wall3
2024-02-13 11:39:31.233,-2.252012,-1.88,6.150173,Wall3
2024-02-13 11:39:31.251,-2.252012,-1.88,6.150034,Wall3
2024-02-13 11:39:31.267,-2.252012,-1.88,6.150034,Wall3
2024-02-13 11:39:31.287,-2.252012,-1.88,6.150007,Wall3
2024-02-13 11:39:31.295,-2.252012,-1.88,6.150001,Wall3
2024-02-13 11:39:31.316,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.334,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.352,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.368,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.377,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.399,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.417,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.435,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.452,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.459,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.482,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.501,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.519,-2.252012,-1.88,6.15,Wall3
2024-02-13 11:39:31.539,-1.856721,-1.88,6.15,Wall3
2024-02-13 11:39:31.546,-1.856721,-1.88,6.15,Wall3
2024-02-13 11:39:31.560,-1.46143,-1.88,6.15,Wall3
2024-02-13 11:39:31.582,-1.066139,-1.88,6.15,Wall3
2024-02-13 11:39:31.599,-0.6708483,-1.88,6.15,Wall3
2024-02-13 11:39:31.617,-0.2755574,-1.88,6.15,Wall3
2024-02-13 11:39:31.635,0.1197335,-1.88,6.15,Wall3
2024-02-13 11:39:31.653,0.5150244,-1.88,6.15,Wall3
2024-02-13 11:39:31.659,0.5150244,-1.88,6.15,Wall3
2024-02-13 11:39:31.683,0.9103153,-1.88,6.15,Wall3
2024-02-13 11:39:31.695,1.305606,-1.88,6.15,Wall3
2024-02-13 11:39:31.716,1.700897,-1.88,6.15,Wall3
2024-02-13 11:39:31.734,2.096188,-1.88,6.15,Wall3
2024-02-13 11:39:31.752,2.491479,-1.88,6.15,Wall3
2024-02-13 11:39:31.768,2.491479,-1.88,6.15,Wall3
2024-02-13 11:39:31.778,2.88677,-1.88,6.15,Wall3
2024-02-13 11:39:31.800,3.282061,-1.88,6.15,Wall3
2024-02-13 11:39:31.817,3.677351,-1.88,6.15,Wall3
2024-02-13 11:39:31.837,4.072642,-1.88,6.15,Wall3
2024-02-13 11:39:31.845,4.072642,-1.88,6.15,Wall3
2024-02-13 11:39:31.868,4.467933,-1.88,6.15,Wall3
2024-02-13 11:39:31.886,4.863224,-1.88,6.15,Wall3
2024-02-13 11:39:31.895,5.258515,-1.88,6.15,Wall3
2024-02-13 11:39:31.916,5.653806,-1.88,6.15,Wall3
2024-02-13 11:39:31.933,5.594761,-1.88,6.15,Wall1
2024-02-13 11:39:31.952,5.582952,-1.88,6.15,Wall1
2024-02-13 11:39:31.968,5.582952,-1.88,6.15,Wall1
2024-02-13 11:39:31.987,5.58059,-1.88,6.15,Wall1
2024-02-13 11:39:31.996,5.580118,-1.88,6.15,Wall1
2024-02-13 11:39:32.007,5.580118,-1.88,6.15,Wall1
2024-02-13 11:39:32.031,5.580005,-1.88,6.15,Wall1
2024-02-13 11:39:32.048,5.580005,-1.88,6.15,Wall1
2024-02-13 11:39:32.072,5.58,-1.88,6.15,Wall1
2024-02-13 11:39:32.079,5.58,-1.88,6.15,Wall1
2024-02-13 11:39:32.102,5.58,-1.88,6.15,Wall1
2024-02-13 11:39:32.114,5.58,-1.88,6.15,Wall1
2024-02-13 11:39:32.126,5.58,-1.88,6.15,Wall1
2024-02-13 11:39:32.148,5.184709,-1.88,6.15,Wall1
2024-02-13 11:39:32.166,4.789418,-1.88,6.15,0
2024-02-13 11:39:32.184,4.394127,-1.88,6.15,0
2024-02-13 11:39:32.202,3.998837,-1.88,6.15,0
2024-02-13 11:39:32.220,3.603546,-1.88,6.15,0
2024-02-13 11:39:32.226,3.603546,-1.88,6.15,0
2024-02-13 11:39:32.250,3.208255,-1.88,6.15,0
2024-02-13 11:39:32.268,2.812964,-1.88,6.15,0
2024-02-13 11:39:32.286,2.417673,-1.88,6.15,0
2024-02-13 11:39:32.294,2.022382,-1.88,6.15,0
2024-02-13 11:39:32.316,1.627091,-1.88,6.15,0
2024-02-13 11:39:32.334,1.231801,-1.88,6.15,0
2024-02-13 11:39:32.351,0.8365096,-1.88,6.15,0
2024-02-13 11:39:32.368,0.8365096,-1.88,6.15,0
2024-02-13 11:39:32.387,0.4412187,-1.88,6.15,0
2024-02-13 11:39:32.395,0.04592782,-1.88,6.15,0
2024-02-13 11:39:32.415,-0.3493631,-1.88,6.15,0
2024-02-13 11:39:32.433,-0.744654,-1.88,6.15,0
2024-02-13 11:39:32.450,-1.139945,-1.88,6.15,0
2024-02-13 11:39:32.467,-1.139945,-1.88,6.15,0
2024-02-13 11:39:32.488,-1.535236,-1.88,6.15,0
2024-02-13 11:39:32.498,-1.930527,-1.88,6.15,0
2024-02-13 11:39:32.508,-1.930527,-1.88,6.15,0
2024-02-13 11:39:32.531,-2.721108,-1.88,6.15,0
2024-02-13 11:39:32.547,-2.721108,-1.88,6.15,0
2024-02-13 11:39:32.567,-3.116399,-1.88,6.15,0
2024-02-13 11:39:32.585,-3.51169,-1.88,6.15,0
2024-02-13 11:39:32.596,-3.906981,-1.88,6.15,0
2024-02-13 11:39:32.617,-4.30227,-1.88,6.15,0
2024-02-13 11:39:32.635,-4.69756,-1.88,6.15,0
2024-02-13 11:39:32.656,-5.092849,-1.88,6.15,0
2024-02-13 11:39:32.661,-5.092849,-1.88,6.15,0
2024-02-13 11:39:32.686,-5.488138,-1.88,6.15,0
2024-02-13 11:39:32.694,-5.883426,-1.88,6.15,0
2024-02-13 11:39:32.717,-5.683426,-1.88,6.15,Wall2
2024-02-13 11:39:32.735,-5.600685,-1.88,6.15,Wall2
2024-02-13 11:39:32.753,-5.584137,-1.88,6.15,Wall2
2024-02-13 11:39:32.759,-5.584137,-1.88,6.15,Wall2
2024-02-13 11:39:32.785,-5.580827,-1.88,6.15,Wall2
2024-02-13 11:39:32.796,-5.580165,-1.88,6.15,Wall2
2024-02-13 11:39:32.817,-5.580033,-1.88,6.15,Wall2
2024-02-13 11:39:32.835,-5.580007,-1.88,6.15,Wall2
2024-02-13 11:39:32.853,-5.580001,-1.88,6.15,Wall2
2024-02-13 11:39:32.869,-5.580001,-1.88,6.15,Wall2
2024-02-13 11:39:32.879,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:32.900,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:32.917,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:32.934,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:32.953,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:32.959,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:32.982,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:33.000,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:33.018,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:33.039,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:33.046,-5.58,-1.88,6.15,Wall2
2024-02-13 11:39:33.060,-5.184711,-1.88,6.15,Wall2
2024-02-13 11:39:33.081,-4.789421,-1.88,6.15,0
2024-02-13 11:39:33.099,-4.394131,-1.88,6.15,0
2024-02-13 11:39:33.116,-3.99884,-1.88,6.15,0
2024-02-13 11:39:33.134,-3.603549,-1.88,6.15,0
2024-02-13 11:39:33.152,-3.208259,-1.88,6.15,0
2024-02-13 11:39:33.169,-3.208259,-1.88,6.15,0
2024-02-13 11:39:33.179,-2.812968,-1.88,6.15,0
2024-02-13 11:39:33.200,-2.417677,-1.88,6.15,0
2024-02-13 11:39:33.217,-2.022386,-1.88,6.15,0
2024-02-13 11:39:33.238,-1.627095,-1.88,6.15,0
2024-02-13 11:39:33.246,-1.627095,-1.88,6.15,0
2024-02-13 11:39:33.268,-1.231804,-1.88,6.15,0
2024-02-13 11:39:33.286,-0.8365135,-1.88,6.15,0
2024-02-13 11:39:33.303,-0.4412225,-1.88,6.15,0
2024-02-13 11:39:33.311,-0.04593164,-1.88,6.15,0
2024-02-13 11:39:33.333,0.3493593,-1.88,6.15,0
2024-02-13 11:39:33.351,0.7446502,-1.88,6.15,0
2024-02-13 11:39:33.368,0.7446502,-1.88,6.15,0
2024-02-13 11:39:33.378,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.399,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.418,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.435,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.452,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.471,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.477,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.492,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.513,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.531,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.548,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.566,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.586,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.604,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.612,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.633,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.651,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.666,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.686,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.694,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.716,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.735,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.752,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.759,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.782,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.800,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.818,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.836,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.842,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.866,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.884,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.901,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.920,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.925,1.139941,-1.88,6.15,0
2024-02-13 11:39:33.952,1.139941,-1.88,5.359418,0
2024-02-13 11:39:33.961,1.139941,-1.88,5.359418,0
2024-02-13 11:39:33.983,1.139941,-1.88,4.964127,0
2024-02-13 11:39:34.000,1.139941,-1.88,4.568836,0
2024-02-13 11:39:34.019,1.139941,-1.88,4.173545,0
2024-02-13 11:39:34.035,1.139941,-1.88,3.778255,0
2024-02-13 11:39:34.042,1.139941,-1.88,3.778255,0
2024-02-13 11:39:34.066,1.139941,-1.88,3.382964,0
2024-02-13 11:39:34.089,1.139941,-1.88,2.987673,0
2024-02-13 11:39:34.098,1.139941,-1.88,2.592382,0
2024-02-13 11:39:34.108,1.139941,-1.88,2.592382,0
2024-02-13 11:39:34.132,1.139941,-1.88,1.8018,0
2024-02-13 11:39:34.142,1.139941,-1.88,1.8018,0
2024-02-13 11:39:34.166,1.139941,-1.88,1.406509,0
2024-02-13 11:39:34.184,1.139941,-1.88,1.011219,0
2024-02-13 11:39:34.202,1.139941,-1.88,0.6159276,0
